"level","cond.estimate","cond.std.error","estimate","cond.var","var","std.error","upr.ci","lwr.ci","sig","metric","model_id"
"445",0.667466108402958,2.26139519703021,1.14979560851032,5.1139082371513,6.55489199274587,2.56025232989756,6.27030026830543,-3.97070905128479,FALSE,"FRic","base"
"446",0.419147684977501,1.72876919280906,0.901477185084862,2.98864292200569,4.42962667760026,2.10466783070399,5.11081284649285,-3.30785847632313,FALSE,"FRic","base"
"447",-4.57186156768463,0.7942309945277,-4.08953206757727,0.630802872668459,2.07178662826302,1.43937021931921,-1.21079162893886,-6.96827250621568,TRUE,"FRic","base"
"448",-4.35602724576235,1.9673253997457,-3.87369774565499,3.87036922848458,5.31135298407915,2.30463727820218,0.735576810749364,-8.48297230205935,FALSE,"FRic","base"
"449",-3.40975621583901,1.11633376062703,-2.92742671573165,1.24620106511569,2.68718482071025,1.63926349947477,0.351100283217885,-6.20595371468118,FALSE,"FRic","base"
"459",-0.65310679915968,1.52184972378253,-0.170777299052319,2.31602658177696,3.75701033737153,1.93830088927688,3.70582447950143,-4.04737907760607,FALSE,"FRic","base"
"46",-0.465783921390977,0.334064710524804,0.016545578716384,0.111599230818021,1.55258298641258,1.24602688029295,2.50859933930229,-2.47550818186952,FALSE,"FRic","base"
"47",-0.396030471005902,0.364139338366398,0.086299029101459,0.132597457745918,1.57358121334048,1.25442465430989,2.59514833772123,-2.42255027951832,FALSE,"FRic","base"
"475",-0.392003486173131,0.540621620244223,0.0903260139342304,0.292271736275489,1.73325549187005,1.31653161445901,2.72338924285225,-2.54273721498379,FALSE,"FRic","base"
"515",58.8677451869768,2.64342973595106,59.3500746870841,6.9877207689103,8.42870452450486,2.9032231268893,65.1565209408627,53.5436284333055,TRUE,"FRic","base"
"516",-9.33316042784391,0.317961216498139,-8.85083092773655,0.101099335196976,1.54208309079154,1.24180638216734,-6.36721816340187,-11.3344436920712,TRUE,"FRic","base"
"56",-5.62618350430303,0.394066651206529,-5.14385400419567,0.155288525593128,1.59627228118769,1.26343669457068,-2.61698061505431,-7.67072739333703,TRUE,"FRic","base"
"58",-0.465892758824014,0.415457838405093,0.0164367412833464,0.172605215492232,1.61358897108679,1.27027121949873,2.55697918028081,-2.52410569771412,FALSE,"FRic","base"
"59",-1.59415124078569,0.360726990983659,-1.11182174067832,0.130123962024125,1.57110771761869,1.25343835812484,1.39505497557135,-3.618698456928,FALSE,"FRic","base"
"67",0.616622621502093,0.110455447181113,1.09895212160945,0.0122004058119796,1.45318416140654,1.20548088388267,3.50991388937479,-1.31200964615589,FALSE,"FRic","base"
"69",-0.515554130340901,0.650394186868096,-0.0332246302335406,0.423012598311812,1.86399635390637,1.36528251798167,2.6973404057298,-2.76378966619688,FALSE,"FRic","base"
"77",0.457050496198722,5.77862958111623,0.939379996306083,33.3925598357516,34.8335435913461,5.90199488235513,12.7433697610163,-10.8646097684042,FALSE,"FRic","base"
"91",-0.475385210870162,0.432339560335606,0.00694428923719898,0.186917495431185,1.62790125102575,1.27589233520143,2.55872895964005,-2.54484038116565,FALSE,"FRic","base"
"108",0.0203719328162,0.02220231506563,-0.0311669117699272,0.000492942794273502,0.000549873147526169,0.0234493741393277,0.0157318365087282,-0.0780656600485825,FALSE,"Jaccard_base","base"
"166",0.0265834115478147,0.0102890285322432,-0.0249554330383124,0.000105864108137315,0.000162794461389983,0.0127590932824391,0.000562753526565797,-0.0504736196031906,FALSE,"Jaccard_base","base"
"169",0.0555789166000892,0.0103851351107547,0.00404007201396209,0.00010785103126863,0.000164781384521298,0.012836720162148,0.0297135123382581,-0.021633368310334,FALSE,"Jaccard_base","base"
"171",0.01036607036964,0.0234458536259075,-0.0411727742164871,0.000549708052247479,0.000606638405500147,0.0246300305623064,0.00808728690812567,-0.0904328353410999,FALSE,"Jaccard_base","base"
"172",-0.00304903784868315,0.0245018371063518,-0.0545878824348103,0.000600340021586196,0.000657270374838864,0.0256372848569981,-0.00331331272081412,-0.105862452148806,TRUE,"Jaccard_base","base"
"195",0.0101063959551049,0.0019391118716347,-0.0414324486310222,3.76015485071463e-06,6.06905081033819e-05,0.00779041129231197,-0.0258516260463983,-0.0570132712156462,TRUE,"Jaccard_base","base"
"217",-0.0167101530236929,0.00727538505492188,-0.06824899760982,5.29312276973806e-05,0.000109861580950048,0.0104814875351759,-0.0472860225394682,-0.0892119726801718,TRUE,"Jaccard_base","base"
"311",0.00842382474411466,0.0201912546919778,-0.0431150198420125,0.000407686766036314,0.000464617119288981,0.0215549789906875,-5.06186063740227e-06,-0.0862249778233876,TRUE,"Jaccard_base","base"
"312",-0.010510082043152,0.0205135715794393,-0.0620489266292792,0.000420806618944781,0.000477736972197449,0.0218571949755098,-0.0183345366782597,-0.105763316580299,TRUE,"Jaccard_base","base"
"321",-0.00855526910407795,0.0233997502353385,-0.0600941136902051,0.000547548311076223,0.00060447866432889,0.0245861478139397,-0.0109218180623258,-0.109266409318084,TRUE,"Jaccard_base","base"
"328",-0.0188647346954546,0.0203879368282354,-0.0704035792815818,0.000415667968112116,0.000472598321364783,0.0217393266078962,-0.0269249260657894,-0.113882232497374,TRUE,"Jaccard_base","base"
"333",-0.0086123851616211,0.0205131201739514,-0.0601512297477483,0.000420788099270971,0.000477718452523638,0.0218567713197452,-0.0164376871082578,-0.103864772387239,TRUE,"Jaccard_base","base"
"337",-0.00317946945997999,0.0249084594504577,-0.0547183140461071,0.000620431352195094,0.000677361705447762,0.0260261734691783,-0.00266596710775049,-0.106770660984464,TRUE,"Jaccard_base","base"
"339",0.0053157405425945,0.019509342187744,-0.0462231040435326,0.000380614432598488,0.000437544785851155,0.0209175712225668,-0.00438796159839903,-0.0880582464886663,TRUE,"Jaccard_base","base"
"341",-0.0019135409014932,0.0252642356494489,-0.0534523854876204,0.000638281602950887,0.000695211956203554,0.0263668723250133,-0.000718640837593681,-0.106186130137647,TRUE,"Jaccard_base","base"
"357",0.0174580616500853,0.0233144118326902,-0.0340807829360418,0.000543561799104287,0.000600492152356954,0.0245049413865235,0.0149290998370052,-0.0830906657090889,FALSE,"Jaccard_base","base"
"362",-0.00336685008979852,0.0251776271099762,-0.0549056946759257,0.00063391290688901,0.000690843260141677,0.0262838973544959,-0.00233789996693384,-0.107473489384917,TRUE,"Jaccard_base","base"
"363",-0.0034569156826154,0.0197830412804277,-0.0549957602687425,0.000391368722303105,0.000448299075555773,0.0211730743057255,-0.0126496116572916,-0.0973419088801935,TRUE,"Jaccard_base","base"
"366",-0.0103750737422667,0.021059015281172,-0.0619139183283938,0.000443482124612637,0.000500412477865304,0.0223699011590419,-0.0171741160103101,-0.106653720646478,TRUE,"Jaccard_base","base"
"372",-0.00352003240523621,0.0229575823288194,-0.0550588769913634,0.000527050586384521,0.000583980939637188,0.0241656975822588,-0.00672748182684579,-0.103390272155881,TRUE,"Jaccard_base","base"
"373",-0.00911215520065952,0.0239146687442021,-0.0606509997867867,0.000571911381144919,0.000628841734397586,0.0250767169780573,-0.0104975658306721,-0.110804433742901,TRUE,"Jaccard_base","base"
"374",-0.000831378177191859,0.0108437989031355,-0.052370222763319,0.000117587974651642,0.000174518327904309,0.0132105385168171,-0.0259491457296847,-0.0787912997969533,TRUE,"Jaccard_base","base"
"376",0.0102605884004239,0.0240736368799081,-0.0412782561857033,0.000579539992625673,0.000636470345878341,0.0252283639160042,0.00917847164630502,-0.0917349840177116,FALSE,"Jaccard_base","base"
"377",-0.0181453994026374,0.0230818399260082,-0.0696842439887645,0.000532771334369864,0.000589701687622531,0.0242837741634724,-0.0211166956618196,-0.118251792315709,TRUE,"Jaccard_base","base"
"382",-0.0115504502687593,0.0202063135285606,-0.0630892948548865,0.000408295106414492,0.000465225459667159,0.0215690857401782,-0.01995112337453,-0.106227466335243,TRUE,"Jaccard_base","base"
"39",-0.022964875351273,0.0216071010317014,-0.0745037199374001,0.000466866814994153,0.00052379716824682,0.0228866154825658,-0.0287304889722685,-0.120276950902532,TRUE,"Jaccard_base","base"
"403",-0.000739259649107558,0.0232618164181266,-0.0522781042352347,0.000541112103070626,0.000598042456323293,0.0244549065899523,-0.00336829105533007,-0.101187917415139,TRUE,"Jaccard_base","base"
"41",0.00253916704845839,0.01957512721482,-0.0489996775376688,0.000383185605476385,0.000440115958729052,0.0209789408390665,-0.00704179585953576,-0.0909575592158018,TRUE,"Jaccard_base","base"
"420",-0.00269829755241448,0.0197728952248476,-0.0542371421385416,0.000390967385572803,0.00044789773882547,0.0211635946574647,-0.0119099528236122,-0.0965643314534711,TRUE,"Jaccard_base","base"
"439",0.0150893268867888,0.0224711250827868,-0.0364495176993383,0.000504951462486251,0.000561881815738918,0.0237040464001174,0.0109585751008965,-0.0838576104995731,FALSE,"Jaccard_base","base"
"440",0.00794326517591515,0.0224711250827868,-0.043595579410212,0.000504951462486251,0.000561881815738918,0.0237040464001174,0.00381251339002279,-0.0910036722104468,FALSE,"Jaccard_base","base"
"441",0.0127083683492464,0.0224711250827868,-0.0388304762368807,0.000504951462486251,0.000561881815738918,0.0237040464001174,0.00857761656335409,-0.0862385690371155,FALSE,"Jaccard_base","base"
"442",-0.00229020019186294,0.0221945389927892,-0.0538290447779901,0.00049259756110244,0.000549527914355107,0.0234420117386522,-0.00694502130068571,-0.100713068255294,TRUE,"Jaccard_base","base"
"443",0.0127999976684919,0.022218919576721,-0.0387388469176353,0.000493680387156798,0.000550610740409465,0.0234650962156447,0.00819134551365422,-0.0856690393489248,FALSE,"Jaccard_base","base"
"444",0.00899153652425438,0.0226763223742496,-0.0425473080618728,0.000514215596420891,0.000571145949673559,0.0238986599974467,0.0052500119330206,-0.0903446280567661,FALSE,"Jaccard_base","base"
"445",-0.0181042465339218,0.021880957138358,-0.0696430911200489,0.000478776285290662,0.000535706638543329,0.0231453372959508,-0.0233524165281474,-0.11593376571195,TRUE,"Jaccard_base","base"
"446",-0.0104923936707225,0.0250585910728079,-0.0620312382568496,0.000627932986554208,0.000684863339806875,0.0261698937675886,-0.00969145072167236,-0.114371025792027,TRUE,"Jaccard_base","base"
"447",-0.00226731704236855,0.0247815869328473,-0.0538061616284957,0.00061412705091027,0.000671057404162938,0.0259047757018457,-0.00199661022480421,-0.105615713032187,TRUE,"Jaccard_base","base"
"448",-0.0119298736278199,0.022109478186536,-0.063468718213947,0.000488829025680912,0.000545759378933579,0.023361493508198,-0.0167457311975509,-0.110191705230343,TRUE,"Jaccard_base","base"
"449",-0.00732152344776214,0.0245649672004559,-0.0588603680338893,0.000603437613559472,0.00066036796681214,0.025697625703791,-0.00746511662630729,-0.110255619441471,TRUE,"Jaccard_base","base"
"459",0.000344578997567526,0.0252253114815371,-0.0511942655885596,0.000636316339340568,0.000693246692593235,0.0263295782836193,0.0014648909786789,-0.103853422155798,FALSE,"Jaccard_base","base"
"46",0.0126622084836928,0.019457784123259,-0.0388766361024343,0.000378605362987349,0.000435535716240017,0.0208694924768193,0.00286234885120423,-0.0806156210560729,FALSE,"Jaccard_base","base"
"47",-0.00514256318392361,0.0199180942379075,-0.0566814077700508,0.000396730478070164,0.000453660831322831,0.0212993152782626,-0.0140827772135255,-0.099280038326576,TRUE,"Jaccard_base","base"
"475",-0.0018026523420181,0.0205234300895147,-0.0533414969281452,0.000421211182639198,0.000478141535891865,0.0218664477200085,-0.00960860148812823,-0.0970743923681623,TRUE,"Jaccard_base","base"
"515",-0.000483830855339647,0.0245392437959387,-0.0520226754414668,0.000602174486076516,0.000659104839329183,0.0256730372049974,-0.000676601031471907,-0.103368749851462,TRUE,"Jaccard_base","base"
"516",0.00277846879496585,0.0250804582313673,-0.0487603757911613,0.000629029385095358,0.000685959738348025,0.0261908330976322,0.00362129040410305,-0.101142041986426,FALSE,"Jaccard_base","base"
"56",-0.0151599585310796,0.0217662515934056,-0.0666988031172068,0.000473769708427431,0.000530700061680099,0.0230369282171061,-0.0206249466829946,-0.112772659551419,TRUE,"Jaccard_base","base"
"58",-0.0138361670669217,0.0222207511613879,-0.0653750116530489,0.000493761782176323,0.00055069213542899,0.0234668305365039,-0.0184413505800411,-0.112308672726057,TRUE,"Jaccard_base","base"
"59",0.00881624684499082,0.0205555058768325,-0.0427225977411363,0.000422528821852495,0.000479459175105162,0.0218965562384856,0.00107051473583485,-0.0865157102181075,FALSE,"Jaccard_base","base"
"67",-0.00890552841634705,0.0167522052031317,-0.0604443730024742,0.000280636379167834,0.000337566732420501,0.0183729892075433,-0.0236983945873877,-0.0971903514175607,TRUE,"Jaccard_base","base"
"69",-0.00733453504814165,0.0233649776998129,-0.0588733796342688,0.000545922182912755,0.000602852536165422,0.0245530555362346,-0.00976726856179953,-0.107979490706738,TRUE,"Jaccard_base","base"
"77",0.000237692092976368,0.0245019165969561,-0.0513011524931508,0.000600343916924194,0.000657274270176861,0.0256373608270598,-2.64308390311371e-05,-0.10257587414727,TRUE,"Jaccard_base","base"
"91",0.0138503502177089,0.0221199100626634,-0.0376884943684182,0.000489290421180318,0.000546220774432985,0.0233713665503964,0.00905423873237449,-0.0844312274692109,FALSE,"Jaccard_base","base"
"108",0.135285016470872,0.141102361114355,0.0771599800556169,0.019909876312046,0.0215501794860707,0.146799793889742,0.370759567835101,-0.216439607723867,FALSE,"S","base"
"166",0.0314595907093542,0.0135730953110188,-0.026665445705901,0.000184228916322,0.00182453209034677,0.0427145419072565,0.0587636381086119,-0.112094529520414,FALSE,"S","base"
"169",0.0513247869274899,0.0175333894523871,-0.00680024948776538,0.000307419745689081,0.00194772291971385,0.0441330139432358,0.0814657783987063,-0.095066277374237,FALSE,"S","base"
"171",0.0747816032417063,0.14356041556661,0.0166565668264511,0.0206095929176576,0.0222498960916824,0.149163990599884,0.31498454802622,-0.281671414373318,FALSE,"S","base"
"172",0.125189699860465,0.189760322289948,0.06706466344521,0.036008979915585,0.0376492830896097,0.1940342317469,0.45513312693901,-0.32100380004859,FALSE,"S","base"
"195",0.0685394039339026,0.00424953386267839,0.0104143675186473,1.80585380500503e-05,0.00165836171207482,0.0407229875141156,0.0918603425468786,-0.071031607509584,FALSE,"S","base"
"217",0.069014828412776,0.0118540514819123,0.0108897919975207,0.000140518536535828,0.0017808217105606,0.0421997832999246,0.0952893585973699,-0.0735097746023285,FALSE,"S","base"
"311",0.0503886834138304,0.0751910903254214,-0.00773635300142485,0.00565370006432568,0.00729400323835045,0.0854049368499881,0.163073520698551,-0.178546226701401,FALSE,"S","base"
"312",0.0510840170594346,0.0819690461888218,-0.00704101935582067,0.00671892453310519,0.00835922770712996,0.0914288122373356,0.17581660511885,-0.189898643830492,FALSE,"S","base"
"321",0.0816913058673854,0.120976022920209,0.0235662694521301,0.0146351981215908,0.0162755012956156,0.127575472939024,0.278717215330178,-0.231584676425917,FALSE,"S","base"
"328",0.00752802871551031,0.0769201062693952,-0.0505970076997449,0.00591670274849505,0.00755700592251981,0.0869310411908187,0.123265074681892,-0.224459090081382,FALSE,"S","base"
"333",-0.0895449567787369,0.0777617995518234,-0.147669993193992,0.00604689746953796,0.00768720064356273,0.087676682439305,0.0276833716846178,-0.323023358072602,FALSE,"S","base"
"337",0.0420124368357958,0.209232337968617,-0.0161125995794594,0.0437781712518134,0.0454184744258382,0.213116105505516,0.410119611431572,-0.442344810590491,FALSE,"S","base"
"339",0.0577064346097502,0.0710841944242573,-0.000418601805505091,0.00505296269694561,0.00669326587097037,0.0818123821372436,0.163206162468982,-0.164043366079992,FALSE,"S","base"
"341",0.00841942390109864,0.212417856662851,-0.0497056125141566,0.0451213458292396,0.0467616490032644,0.216244419588725,0.382783226663293,-0.482194451691606,FALSE,"S","base"
"357",0.137905736169002,0.120203708021192,0.0797806997537467,0.014448931422044,0.0160892345960687,0.126843346676397,0.333467393106541,-0.173905993599048,FALSE,"S","base"
"362",0.120713425301827,0.23504120514702,0.062588388886572,0.0552443681169633,0.0568846712909881,0.238505076027719,0.53959854094201,-0.414421763168866,FALSE,"S","base"
"363",0.0558114972439881,0.0730508854967806,-0.00231353917126719,0.00533643187186374,0.00697673504588851,0.0835268522445837,0.1647401653179,-0.169367243660435,FALSE,"S","base"
"366",-0.104032445887061,0.0814644798650363,-0.162157482302316,0.00663646147968091,0.00827676465370567,0.090976725890228,0.0197959694781397,-0.344110934082772,FALSE,"S","base"
"372",0.281144696464571,0.0740050488431789,0.223019660049316,0.00547674725428129,0.00711705042830606,0.0843626127399221,0.39174488552916,0.0542944345694715,TRUE,"S","base"
"373",0.15087103709434,0.105048233072034,0.092746000679085,0.0110351312715564,0.0126754344455812,0.112585231916007,0.3179164645111,-0.13242446315293,FALSE,"S","base"
"374",0.00296969236661454,0.0197218118824159,-0.0551553440486407,0.000388949863925402,0.00202925303795017,0.0450472311907199,0.0349391183327991,-0.145249806430081,FALSE,"S","base"
"376",-0.386346241589393,0.129415202424644,-0.444471278004648,0.0167482946186117,0.0183885977926365,0.135604564055331,-0.173262149893985,-0.715680406115311,TRUE,"S","base"
"377",-1.23944368100549,0.0778386461964754,-1.29756871742075,0.00605885484170007,0.00769915801572484,0.0877448460920916,-1.12207902523656,-1.47305840960493,TRUE,"S","base"
"382",0.111018975244936,0.0859192472997631,0.0528939388296804,0.00738211705655786,0.00902242023058262,0.0949864212957969,0.242866781421274,-0.137078903761913,FALSE,"S","base"
"39",0.120406910188885,0.0928058179025918,0.0622818737736298,0.00861291983656904,0.0102532230105938,0.101258199720288,0.264798273214207,-0.140234525666947,FALSE,"S","base"
"403",0.0503198938200828,0.153217632695697,-0.00780514259517243,0.0234756429688735,0.0251159461428983,0.158480112767812,0.309155082940451,-0.324765368130796,FALSE,"S","base"
"41",0.0933934551923993,0.074958825853506,0.0352684187771441,0.00561882557333624,0.00725912874736101,0.0852005208162545,0.205669460409653,-0.135132622855365,FALSE,"S","base"
"420",0.0854483291180654,0.0729140776402218,0.0273232927028102,0.00531646271812429,0.00695676589214906,0.0834072292559168,0.194137751214644,-0.139491165809023,FALSE,"S","base"
"439",-0.0293821251388452,0.11130772726761,-0.0875071615541004,0.0123894101494806,0.0140297133235054,0.118447090819089,0.149387020084077,-0.324401343192277,FALSE,"S","base"
"440",-0.153088555182739,0.11130772726761,-0.211213591597995,0.0123894101494806,0.0140297133235054,0.118447090819089,0.0256805900401824,-0.448107773236172,FALSE,"S","base"
"441",-0.0515621813056213,0.11130772726761,-0.109687217720877,0.0123894101494806,0.0140297133235054,0.118447090819089,0.1272069639173,-0.346581399359054,FALSE,"S","base"
"442",-0.0529443038598533,0.130075439412343,-0.111069340275109,0.016919619938314,0.0185599231123388,0.136234808739686,0.161400277204263,-0.38353895775448,FALSE,"S","base"
"443",-0.0583839819399279,0.131860680175202,-0.116509018355183,0.0173872389762668,0.0190275421502916,0.137940357221125,0.159371696087067,-0.392389732797433,FALSE,"S","base"
"444",0.0824079436949177,0.141803835413381,0.0242829072796625,0.0201083277379453,0.02174863091197,0.147474170321348,0.319231247922359,-0.270665433363034,FALSE,"S","base"
"445",0.114392952507801,0.12142523472276,0.0562679160925455,0.0147440876274774,0.0163843908015022,0.128001526559265,0.312270969211075,-0.199735137025984,FALSE,"S","base"
"446",0.0232900720287697,0.223729122599297,-0.0348349643864855,0.0500547202990513,0.0516950234730761,0.22736539638449,0.419895828382494,-0.489565757155465,FALSE,"S","base"
"447",0.0462106193048053,0.171439925527346,-0.01191441711045,0.0293916480648219,0.0310319512388467,0.176158880669828,0.340403344229206,-0.364232178450106,FALSE,"S","base"
"448",0.0117880958064529,0.129066225256558,-0.0463369406088024,0.0166580905019765,0.0182983936760012,0.135271555310055,0.224206170011307,-0.316880051228912,FALSE,"S","base"
"449",0.0134734758255323,0.188174502144906,-0.044651560589723,0.0354096432574831,0.0370499464315078,0.192483626398475,0.340315692207228,-0.429618813386674,FALSE,"S","base"
"459",0.0955704897624847,0.221704114950628,0.0374454533472294,0.0491527145860413,0.050793017760066,0.225373063519281,0.488191580385792,-0.413300673691333,FALSE,"S","base"
"46",0.0595034149016789,0.070971436259505,0.00137837848642369,0.00503694476473698,0.00667724793876175,0.081714429195594,0.164807236877612,-0.162050479904764,FALSE,"S","base"
"47",0.128351494060885,0.0760853928539537,0.0702264576456302,0.00578898700574047,0.00742929017976524,0.0861933302510423,0.242613118147715,-0.102160202856454,FALSE,"S","base"
"475",0.0200734800077416,0.0904560395544972,-0.0380515564075137,0.00818229509188476,0.00982259826590953,0.0991090221216491,0.160166487835784,-0.236269600650812,FALSE,"S","base"
"515",-0.0779877638255966,0.220666560880317,-0.136112800240852,0.0486937310907466,0.0503340342647713,0.224352477732632,0.312592155224413,-0.584817755706117,FALSE,"S","base"
"516",-0.401968413925594,0.0856217087305176,-0.460093450340849,0.0073310770059336,0.00897138017995837,0.0947173700012747,-0.2706587103383,-0.649528190343399,TRUE,"S","base"
"56",-0.118906174387247,0.0894378987615836,-0.177031210802502,0.00799913773488728,0.00963944090891205,0.0981806544534719,0.019330098104442,-0.373392519709446,FALSE,"S","base"
"58",-0.122691364090362,0.0953218168668277,-0.180816400505617,0.00908624877079303,0.0107265519448178,0.103569068475186,0.0263217364447549,-0.38795453745599,FALSE,"S","base"
"59",-0.0147696936513041,0.0788071490973048,-0.0728947300665594,0.00621056674884483,0.0078508699228696,0.0886051348561109,0.104315539645662,-0.250104999778781,FALSE,"S","base"
"67",0.110317926727564,0.0396270841753026,0.0521928903123092,0.00157030580023652,0.00321060897426129,0.0566622358741807,0.165517362060671,-0.0611315814360521,FALSE,"S","base"
"69",-0.174570226884455,0.145296926229014,-0.232695263299711,0.0211111967715995,0.0227514999456243,0.150836003479356,0.0689767436590012,-0.534367270258423,FALSE,"S","base"
"77",0.146671492602214,0.210038408826868,0.0885464561869591,0.0441161331825226,0.0457564363565473,0.21390754160746,0.51636153940188,-0.339268627027961,FALSE,"S","base"
"91",0.159141760239912,0.108459850848684,0.101016723824657,0.0117635392461188,0.0134038424201436,0.115774964565503,0.332566652955664,-0.13053320530635,FALSE,"S","base"
"108",-0.014768138181374,0.111228023817881,-0.00704145379213323,0.012371673282431,0.0138996097584396,0.117896606221043,0.228751758649952,-0.242834666234219,FALSE,"SES_FDiv","base"
"166",-0.0608809178537557,0.0450513628752448,-0.0531542334645149,0.00202962529691698,0.00355756177292553,0.0596452996716885,0.0661363658788621,-0.172444832807892,FALSE,"SES_FDiv","base"
"169",-0.0716226549985806,0.0540969667046392,-0.0638959706093399,0.00292648180664284,0.00445441828265139,0.0667414285331936,0.0695868864570473,-0.197378827675727,FALSE,"SES_FDiv","base"
"171",-0.00440875370682126,0.111754118472062,0.00331793068241946,0.0124889829954677,0.0140169194714762,0.118393071889685,0.24010407446179,-0.233468213096951,FALSE,"SES_FDiv","base"
"172",-0.00312229538947476,0.112774944357634,0.00460438899976596,0.0127181880748675,0.014246124550876,0.119357130289212,0.243318649578191,-0.234109871578659,FALSE,"SES_FDiv","base"
"195",0.00377348062302692,0.0129750416140743,0.0115001650122676,0.00016835170488696,0.0016962881808955,0.0411860192407023,0.0938722034936723,-0.070871873469137,FALSE,"SES_FDiv","base"
"217",-0.204837412602248,0.039364285201865,-0.197110728213007,0.00154954694945377,0.00307748342546231,0.0554750703060601,-0.0861605876008869,-0.308060868825127,TRUE,"SES_FDiv","base"
"311",-0.00390382773680784,0.103681404254771,0.00382285665243288,0.0107498335882413,0.0122777700642498,0.110805099450566,0.225433055553565,-0.217787342248699,FALSE,"SES_FDiv","base"
"312",-0.0106035068500676,0.105404644260148,-0.00287682246082685,0.0111101390316083,0.0126380755076169,0.112419195458858,0.221961568456889,-0.227715213378542,FALSE,"SES_FDiv","base"
"321",0.0226442155917278,0.110695208503385,0.0303708999809685,0.0122534291856078,0.0137813656616163,0.117394061441013,0.265159022862994,-0.204417222901057,FALSE,"SES_FDiv","base"
"328",0.0667506376061923,0.104325410347756,0.0744773219954331,0.0108837912442278,0.0124117277202363,0.11140793382985,0.297293189655134,-0.148338545664267,FALSE,"SES_FDiv","base"
"333",-0.0122641370406206,0.104589404172623,-0.0045374526513799,0.0109389434651844,0.0124668799411929,0.111655183225827,0.218772913800274,-0.227847819103033,FALSE,"SES_FDiv","base"
"337",0.000217258251236584,0.112477249943074,0.00794394264047731,0.0126511317547568,0.0141790682307654,0.119075892735538,0.246095728111553,-0.230207842830599,FALSE,"SES_FDiv","base"
"339",-0.0014376531967957,0.102003610499325,0.00628903119244502,0.0104047365548979,0.0119326730309065,0.109236775084705,0.224762581361855,-0.212184518976965,FALSE,"SES_FDiv","base"
"341",-0.00179165101834982,0.109576217591339,0.0059350333708909,0.0120069474616244,0.013534883937633,0.116339520102298,0.238614073575487,-0.226744006833705,FALSE,"SES_FDiv","base"
"357",-0.0232120942044362,0.110688495536196,-0.0154854098151955,0.0122519430440666,0.0137798795200751,0.117387731556901,0.219290053298607,-0.250260872928998,FALSE,"SES_FDiv","base"
"362",0.01442954248711,0.11233183085004,0.0221562268763508,0.0126184402221221,0.0141463766981306,0.1189385416849,0.26003331024615,-0.215720856493449,FALSE,"SES_FDiv","base"
"363",-0.0657504541711491,0.102918072352947,-0.0580237697819084,0.0105921296168463,0.0121200660928549,0.110091171729866,0.162158573677824,-0.278206113241641,FALSE,"SES_FDiv","base"
